STATION,STATION_NAME,DATE,DLY-GRDD-BASE40,DLY-GRDD-BASE45,DLY-GRDD-BASE50,DLY-GRDD-BASE55,DLY-GRDD-BASE57,DLY-GRDD-BASE60,DLY-GRDD-BASE65,DLY-GRDD-BASE70,DLY-GRDD-BASE72,DLY-GRDD-TB4886,DLY-GRDD-TB5086,DLY-CLDD-BASE45,DLY-CLDD-BASE50,DLY-CLDD-BASE55,DLY-CLDD-BASE57,DLY-CLDD-BASE60,DLY-CLDD-NORMAL,DLY-CLDD-BASE70,DLY-CLDD-BASE72,DLY-HTDD-BASE40,DLY-HTDD-BASE45,DLY-HTDD-BASE50,DLY-HTDD-BASE55,DLY-HTDD-BASE57,DLY-HTDD-BASE60,DLY-HTDD-NORMAL,DLY-PRCP-25PCTL,DLY-SNWD-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNWD-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNWD-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00295084,LOS ALAMOS NM US,20100520,9,7,4,2,2,1,-4321,-4321,-4321,6,6,7,4,2,2,1,-4321,-4321,-4321,-4321,-4321,1,1,2,2,4,0.08,-1692,-169.2,0.23,-1692,-169.2,0.58,-1692,-169.2,2.18,0.8,12.47,98.0,247,123,24,3,1,0,0,0,6,3,0,0,0,13.9,-3.8,20.9,6.9,-14.2,-14.8,-13.4,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100521,9,7,4,2,2,1,-4321,-4321,-4321,7,6,7,4,2,2,1,-4321,-4321,-4321,-4321,-4321,-4321,1,1,2,4,0.08,-9999,-169.2,0.23,-9999,-169.2,0.58,-9999,-169.2,2.31,0.8,12.60,98.0,249,124,24,3,0,0,0,0,5,3,0,0,0,14.1,-3.8,21.1,7.1,-14.2,-14.8,-13.4,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100522,10,7,4,2,2,1,-4321,-4321,-4321,7,6,7,4,2,2,1,-4321,-4321,-4321,-4321,-4321,-4321,1,1,2,4,0.08,-9999,-169.2,0.23,-9999,-169.2,0.58,-9999,-169.2,2.44,0.8,12.73,98.0,251,124,24,3,0,0,0,0,5,3,0,0,0,14.3,-3.8,21.3,7.3,-14.2,-14.8,-13.4,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100523,10,7,4,2,2,1,-4321,-4321,-4321,7,6,7,4,2,2,1,-4321,-4321,-4321,-4321,-4321,-4321,1,1,2,4,0.08,-9999,-169.2,0.23,-9999,-169.2,0.58,-9999,-169.2,2.54,0.8,12.83,98.0,253,124,25,3,0,0,0,0,4,2,0,0,0,14.4,-3.7,21.4,7.4,-14.2,-14.8,-13.4,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100524,10,7,5,3,2,1,-4321,-4321,-4321,7,6,7,5,3,2,1,-4321,-4321,-4321,-4321,-4321,-4321,1,1,2,4,0.08,-9999,-169.2,0.23,-9999,-169.2,0.58,-9999,-169.2,2.67,0.8,12.95,98.0,254,124,25,3,0,0,0,0,4,2,0,0,0,14.6,-3.7,21.7,7.6,-14.2,-14.8,-13.4,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100525,11,8,5,3,2,1,1,-4321,-4321,7,6,8,5,3,2,1,1,-4321,-4321,0,-4321,-4321,1,1,2,4,0.08,-9999,-169.2,0.23,-9999,-169.2,0.58,-9999,-169.2,2.79,0.8,13.08,98.0,255,124,25,4,0,0,0,0,3,2,0,0,0,14.8,-3.7,21.8,7.8,-14.2,-14.8,-13.4,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100526,11,8,5,3,2,1,1,-4321,-4321,7,6,8,5,3,2,1,1,-4321,-4321,0,-4321,-4321,1,1,2,4,0.08,-9999,-169.2,0.23,-9999,-169.2,0.56,-9999,-169.2,2.92,0.8,13.21,98.0,256,124,25,4,0,0,0,0,3,1,0,0,0,15.0,-3.7,22.0,7.9,-14.2,-14.8,-13.5,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100527,11,8,6,3,2,1,1,-4321,-4321,7,6,8,6,3,2,1,1,-4321,-4321,0,-4321,-4321,1,1,2,3,0.08,-9999,-169.2,0.23,-9999,-169.2,0.56,-9999,-169.2,3.07,0.8,13.36,98.0,256,123,25,4,0,0,0,0,2,1,0,0,0,15.2,-3.7,22.2,8.1,-14.2,-14.9,-13.5,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100528,11,8,6,3,2,1,1,-4321,-4321,7,7,8,6,3,2,1,1,-4321,-4321,0,-4321,-4321,1,1,2,3,0.08,-9999,-169.2,0.23,-9999,-169.2,0.56,-9999,-169.2,3.20,0.8,13.49,98.0,257,123,26,4,0,0,0,0,2,1,0,0,0,15.3,-3.7,22.4,8.3,-14.2,-14.9,-13.5,-14.4
GHCND:USC00295084,LOS ALAMOS NM US,20100529,11,8,6,3,2,1,1,-4321,-4321,7,7,8,6,3,2,1,1,-4321,-4321,0,-4321,-4321,1,1,2,3,0.08,-9999,-169.2,0.23,-9999,-169.2,0.56,-9999,-169.2,3.35,0.8,13.64,98.0,257,122,26,4,0,0,0,0,2,1,0,0,0,15.5,-3.7,22.6,8.4,-14.2,-14.9,-13.5,-14.5
GHCND:USC00295084,LOS ALAMOS NM US,20100530,11,8,6,3,3,2,1,-4321,-4321,7,7,8,6,3,3,2,1,-4321,-4321,0,-4321,-4321,1,1,1,3,0.08,-9999,-169.2,0.20,-9999,-169.2,0.56,-9999,-169.2,3.48,0.8,13.77,98.0,257,121,26,4,0,0,0,0,1,1,0,0,0,15.7,-3.7,22.7,8.6,-14.3,-14.9,-13.6,-14.5
GHCND:USC00295084,LOS ALAMOS NM US,20100531,12,9,6,3,3,2,1,-4321,-4321,8,7,9,6,3,3,2,1,-4321,-4321,0,-4321,-4321,1,1,1,3,0.08,-9999,-169.2,0.20,-9999,-169.2,0.56,-9999,-169.2,3.61,0.8,13.89,98.0,258,121,26,5,0,0,0,0,1,1,0,0,0,15.9,-3.7,22.9,8.8,-14.3,-14.9,-13.6,-14.5
GHCND:USC00295084,LOS ALAMOS NM US,20100601,12,9,6,4,3,2,1,-4321,-4321,8,7,9,6,4,3,2,1,-4321,-4321,0,-4321,-4321,1,1,1,3,0.08,-9999,-169.2,0.20,-9999,-169.2,0.56,-9999,-169.2,0.13,0.0,14.02,98.0,259,120,26,5,0,0,0,0,-9999,-9999,0,0,0,16.1,-3.6,23.1,9.0,-14.3,-14.9,-13.6,-14.6
GHCND:USC00295084,LOS ALAMOS NM US,20100602,12,9,6,4,3,2,1,-4321,-4321,8,7,9,6,4,3,2,1,-4321,-4321,0,-4321,-4321,1,1,1,3,0.08,-9999,-169.2,0.20,-9999,-169.2,0.56,-9999,-169.2,0.25,0.0,14.15,98.0,259,120,27,5,0,0,0,0,-9999,-9999,0,0,0,16.2,-3.6,23.3,9.2,-14.3,-15.0,-13.6,-14.6
GHCND:USC00295084,LOS ALAMOS NM US,20100603,12,9,7,4,3,2,1,-4321,-4321,8,7,9,7,4,3,2,1,-4321,-4321,0,-4321,-4321,1,1,1,3,0.08,-9999,-169.2,0.20,-9999,-169.2,0.56,-9999,-169.2,0.38,0.0,14.27,98.0,260,120,27,5,0,0,0,0,-9999,-9999,0,0,0,16.4,-3.6,23.5,9.3,-14.4,-15.0,-13.7,-14.6
GHCND:USC00295084,LOS ALAMOS NM US,20100604,12,9,7,4,3,2,1,-4321,-4321,8,7,9,7,4,3,2,1,-4321,-4321,0,-4321,-4321,-4321,1,1,2,0.08,-9999,-169.2,0.20,-9999,-169.2,0.56,-9999,-169.2,0.51,0.0,14.40,98.0,261,120,27,5,0,0,0,0,-9999,0,0,0,0,16.6,-3.6,23.7,9.5,-14.4,-15.1,-13.7,-14.6
GHCND:USC00295084,LOS ALAMOS NM US,20100605,12,9,7,4,3,2,1,-4321,-4321,8,7,9,7,4,3,2,1,-4321,-4321,0,-4321,-4321,-4321,1,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,0.64,0.0,14.53,98.0,262,119,28,5,0,0,0,0,0,0,0,0,0,16.8,-3.6,23.9,9.7,-14.4,-15.1,-13.8,-14.6
GHCND:USC00295084,LOS ALAMOS NM US,20100606,13,10,7,4,3,2,1,-4321,-4321,8,8,10,7,4,3,2,1,-4321,-4321,0,-4321,-4321,-4321,1,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,0.74,0.0,14.63,98.0,262,119,28,6,0,0,0,0,0,0,0,0,0,16.9,-3.6,24.1,9.8,-14.4,-15.1,-13.8,-14.7
GHCND:USC00295084,LOS ALAMOS NM US,20100607,13,10,7,4,3,2,1,-4321,-4321,8,8,10,7,4,3,2,1,-4321,-4321,0,-4321,-4321,-4321,1,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,0.86,0.0,14.76,98.0,263,119,28,6,0,0,0,0,0,0,0,0,0,17.1,-3.5,24.3,10.0,-14.5,-15.1,-13.8,-14.7
GHCND:USC00295084,LOS ALAMOS NM US,20100608,13,10,7,4,4,2,1,-4321,-4321,9,8,10,7,4,4,2,1,-4321,-4321,0,0,-4321,-4321,1,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,0.99,0.0,14.88,98.0,264,119,29,6,0,0,0,0,0,0,0,0,0,17.3,-3.5,24.4,10.2,-14.5,-15.1,-13.9,-14.7
GHCND:USC00295084,LOS ALAMOS NM US,20100609,13,10,7,5,4,3,1,-4321,-4321,9,8,10,7,5,4,3,1,-4321,-4321,0,0,-4321,-4321,-4321,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,1.09,0.0,14.99,98.0,264,120,29,6,0,0,0,0,0,0,0,0,0,17.5,-3.4,24.7,10.3,-14.6,-15.2,-13.9,-14.7
GHCND:USC00295084,LOS ALAMOS NM US,20100610,13,11,8,5,4,3,1,-4321,-4321,9,8,11,8,5,4,3,1,-4321,-4321,0,0,-4321,-4321,-4321,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,1.22,0.0,15.11,98.0,265,120,29,6,0,0,0,0,0,0,0,0,0,17.7,-3.4,24.8,10.5,-14.6,-15.2,-13.9,-14.8
GHCND:USC00295084,LOS ALAMOS NM US,20100611,13,11,8,5,4,3,1,-4321,-4321,9,8,11,8,5,4,3,1,-4321,-4321,0,0,-4321,-4321,-4321,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,1.32,0.0,15.21,98.0,266,120,29,6,0,0,0,0,0,0,0,0,0,17.8,-3.4,25.0,10.7,-14.6,-15.2,-14.0,-14.8
GHCND:USC00295084,LOS ALAMOS NM US,20100612,13,11,8,6,4,3,1,-4321,-4321,9,8,11,8,6,4,3,1,-4321,-4321,0,0,-4321,-4321,-4321,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,1.45,0.0,15.34,98.0,267,120,30,6,0,0,0,0,0,0,0,0,0,18.0,-3.4,25.2,10.8,-14.7,-15.2,-14.1,-14.8
GHCND:USC00295084,LOS ALAMOS NM US,20100613,14,11,8,6,4,3,1,-4321,-4321,9,8,11,8,6,4,3,1,-4321,-4321,0,0,-4321,-4321,-4321,1,2,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,1.55,0.0,15.44,98.0,268,121,30,6,0,0,0,0,0,0,0,0,0,18.2,-3.4,25.4,11.0,-14.7,-15.2,-14.1,-14.8
GHCND:USC00295084,LOS ALAMOS NM US,20100614,14,11,8,6,4,3,1,-4321,-4321,9,9,11,8,6,4,3,1,-4321,-4321,0,0,-4321,-4321,-4321,1,1,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,1.68,0.0,15.57,98.0,270,121,30,6,0,0,0,0,0,0,0,0,0,18.3,-3.4,25.6,11.1,-14.7,-15.2,-14.1,-14.9
GHCND:USC00295084,LOS ALAMOS NM US,20100615,14,11,8,6,4,3,1,-4321,-4321,9,9,11,8,6,4,3,1,-4321,-4321,0,0,-4321,-4321,-4321,1,1,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,1.80,0.0,15.70,98.0,272,122,31,6,0,0,0,0,0,0,0,0,0,18.5,-3.3,25.7,11.3,-14.8,-15.2,-14.2,-14.9
GHCND:USC00295084,LOS ALAMOS NM US,20100616,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,-4321,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.56,-9999,-9999,1.93,0.0,15.82,98.0,275,123,31,6,0,0,0,0,0,0,0,0,0,18.7,-3.3,25.9,11.4,-14.8,-15.2,-14.2,-14.9
GHCND:USC00295084,LOS ALAMOS NM US,20100617,14,12,9,6,5,3,2,-4321,-4321,10,9,12,9,6,5,3,2,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.18,-9999,-9999,0.56,-9999,-9999,2.06,0.0,15.95,98.0,277,124,31,6,0,0,0,0,0,0,0,0,0,18.8,-3.3,26.1,11.6,-14.8,-15.2,-14.2,-15.0
GHCND:USC00295084,LOS ALAMOS NM US,20100618,14,12,9,6,5,3,2,1,-4321,10,9,12,9,6,5,3,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.18,-9999,-9999,0.56,-9999,-9999,2.18,0.0,16.08,98.0,280,125,32,6,0,0,0,0,0,0,0,0,0,18.9,-3.3,26.2,11.7,-14.9,-15.2,-14.2,-15.1
GHCND:USC00295084,LOS ALAMOS NM US,20100619,14,12,9,6,5,4,2,1,-4321,10,9,12,9,6,5,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.18,-9999,-9999,0.56,-9999,-9999,2.31,0.0,16.21,98.0,283,127,32,6,0,0,0,0,0,0,0,0,0,19.1,-3.3,26.3,11.8,-14.9,-15.2,-14.3,-15.1
GHCND:USC00295084,LOS ALAMOS NM US,20100620,15,12,9,7,6,4,2,1,-4321,11,9,12,9,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.58,-9999,-9999,2.44,0.0,16.33,98.0,286,129,33,6,0,0,0,0,0,0,0,0,0,19.2,-3.3,26.5,12.0,-14.9,-15.2,-14.3,-15.1
GHCND:USC00295084,LOS ALAMOS NM US,20100621,15,12,9,7,6,4,2,1,-4321,11,9,12,9,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.58,-9999,-9999,2.59,0.0,16.48,98.0,290,131,33,6,0,0,0,0,0,0,0,0,0,19.3,-3.3,26.6,12.1,-15.0,-15.2,-14.3,-15.2
GHCND:USC00295084,LOS ALAMOS NM US,20100622,15,12,9,7,6,4,2,1,-4321,11,9,12,9,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.58,-9999,-9999,2.72,0.0,16.61,98.0,295,134,34,6,0,0,0,0,0,0,0,0,0,19.5,-3.3,26.7,12.2,-15.1,-15.2,-14.4,-15.2
GHCND:USC00295084,LOS ALAMOS NM US,20100623,15,12,9,7,6,4,2,1,-4321,11,9,12,9,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.58,-9999,-9999,2.84,0.0,16.74,98.0,299,137,34,6,0,0,0,0,0,0,0,0,0,19.6,-3.3,26.8,12.3,-15.1,-15.2,-14.4,-15.2
GHCND:USC00295084,LOS ALAMOS NM US,20100624,15,12,9,7,6,4,2,1,-4321,11,9,12,9,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.58,-9999,-9999,3.00,0.0,16.89,98.0,305,140,35,6,0,0,0,0,0,0,0,0,0,19.7,-3.3,26.9,12.4,-15.1,-15.2,-14.4,-15.3
GHCND:USC00295084,LOS ALAMOS NM US,20100625,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.58,-9999,-9999,3.15,0.0,17.04,98.0,310,143,35,6,0,0,0,0,0,0,0,0,0,19.8,-3.3,27.1,12.6,-15.2,-15.2,-14.4,-15.3
GHCND:USC00295084,LOS ALAMOS NM US,20100626,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.58,-9999,-9999,3.28,0.0,17.17,98.0,316,146,36,6,0,0,0,0,0,0,0,0,0,19.9,-3.3,27.2,12.7,-15.2,-15.2,-14.5,-15.4
GHCND:USC00295084,LOS ALAMOS NM US,20100627,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.61,-9999,-9999,3.43,0.0,17.32,98.0,321,149,37,6,0,0,0,0,0,0,0,0,0,20.0,-3.3,27.3,12.7,-15.2,-15.2,-14.5,-15.4
GHCND:USC00295084,LOS ALAMOS NM US,20100628,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.61,-9999,-9999,3.56,0.0,17.45,98.0,327,153,38,6,0,0,0,0,0,0,0,0,0,20.1,-3.3,27.3,12.8,-15.3,-15.2,-14.6,-15.4
GHCND:USC00295084,LOS ALAMOS NM US,20100629,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.64,-9999,-9999,3.71,0.0,17.60,98.0,332,157,38,6,0,0,0,0,0,0,0,0,0,20.2,-3.3,27.4,12.9,-15.3,-15.2,-14.6,-15.5
GHCND:USC00295084,LOS ALAMOS NM US,20100630,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.20,-9999,-9999,0.64,-9999,-9999,3.86,0.0,17.75,98.0,337,160,39,7,0,0,0,0,0,0,0,0,0,20.2,-3.3,27.4,13.0,-15.3,-15.2,-14.6,-15.5
GHCND:USC00295084,LOS ALAMOS NM US,20100701,16,13,11,8,7,5,2,1,-4321,11,10,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,1,0.08,-9999,-9999,0.23,-9999,-9999,0.64,-9999,-9999,0.15,0.0,17.91,98.0,343,164,40,7,0,0,0,0,0,0,0,0,0,20.3,-3.3,27.5,13.1,-15.4,-15.2,-14.6,-15.6
GHCND:USC00295084,LOS ALAMOS NM US,20100702,16,13,11,8,7,5,2,1,1,11,10,13,11,8,7,5,2,1,1,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.23,-9999,-9999,0.64,-9999,-9999,0.30,0.0,18.06,98.0,348,168,41,7,0,0,0,0,0,0,0,0,0,20.3,-3.3,27.6,13.1,-15.4,-15.2,-14.6,-15.6
GHCND:USC00295084,LOS ALAMOS NM US,20100703,16,13,11,8,7,5,2,1,1,11,10,13,11,8,7,5,2,1,1,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.23,-9999,-9999,0.66,-9999,-9999,0.46,0.0,18.21,98.0,354,172,41,7,0,0,0,0,0,0,0,0,0,20.4,-3.4,27.6,13.2,-15.4,-15.2,-14.7,-15.6
GHCND:USC00295084,LOS ALAMOS NM US,20100704,16,13,11,8,7,5,2,1,-4321,11,10,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.23,-9999,-9999,0.66,-9999,-9999,0.64,0.0,18.39,98.0,360,176,42,7,0,0,0,0,0,0,0,0,0,20.4,-3.4,27.6,13.2,-15.4,-15.2,-14.7,-15.6
GHCND:USC00295084,LOS ALAMOS NM US,20100705,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.23,-9999,-9999,0.66,-9999,-9999,0.81,0.0,18.57,98.0,367,180,43,7,0,0,0,0,0,0,0,0,0,20.4,-3.4,27.6,13.3,-15.4,-15.2,-14.7,-15.7
GHCND:USC00295084,LOS ALAMOS NM US,20100706,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.23,-9999,-9999,0.66,-9999,-9999,0.99,0.0,18.75,98.0,373,184,43,8,0,0,0,0,0,0,0,0,0,20.5,-3.5,27.6,13.3,-15.4,-15.2,-14.7,-15.7
GHCND:USC00295084,LOS ALAMOS NM US,20100707,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.23,-9999,-9999,0.69,-9999,-9999,1.17,0.0,18.92,98.0,380,188,44,8,0,0,0,0,0,0,0,0,0,20.5,-3.5,27.6,13.3,-15.5,-15.2,-14.7,-15.7
GHCND:USC00295084,LOS ALAMOS NM US,20100708,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.23,-9999,-9999,0.69,-9999,-9999,1.35,0.0,19.10,98.0,387,193,45,8,0,0,0,0,0,0,0,0,0,20.5,-3.6,27.6,13.4,-15.5,-15.2,-14.7,-15.7
GHCND:USC00295084,LOS ALAMOS NM US,20100709,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.23,-9999,-9999,0.69,-9999,-9999,1.55,0.0,19.30,98.0,394,197,46,8,0,0,0,0,0,0,0,0,0,20.5,-3.6,27.6,13.4,-15.5,-15.3,-14.7,-15.7
GHCND:USC00295084,LOS ALAMOS NM US,20100710,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.25,-9999,-9999,0.69,-9999,-9999,1.75,0.0,19.51,98.0,401,201,46,9,0,0,0,0,0,0,0,0,0,20.5,-3.6,27.6,13.4,-15.5,-15.3,-14.7,-15.8
GHCND:USC00295084,LOS ALAMOS NM US,20100711,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.25,-9999,-9999,0.71,-9999,-9999,1.96,0.0,19.71,98.0,408,206,47,9,0,0,0,0,0,0,0,0,0,20.5,-3.7,27.6,13.4,-15.6,-15.3,-14.7,-15.8
GHCND:USC00295084,LOS ALAMOS NM US,20100712,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,-4321,-4321,-4321,-4321,0.10,-9999,-9999,0.25,-9999,-9999,0.71,-9999,-9999,2.18,0.0,19.94,98.0,414,210,48,9,0,0,0,0,0,0,0,0,0,20.4,-3.7,27.5,13.4,-15.6,-15.3,-14.7,-15.8
GHCND:USC00295084,LOS ALAMOS NM US,20100713,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,0,0,-4321,-4321,0.10,-9999,-9999,0.25,-9999,-9999,0.71,-9999,-9999,2.41,0.0,20.17,98.0,421,215,49,10,0,0,0,0,0,0,0,0,0,20.4,-3.8,27.4,13.4,-15.6,-15.3,-14.7,-15.8
GHCND:USC00295084,LOS ALAMOS NM US,20100714,16,13,11,8,7,5,2,1,-4321,12,11,13,11,8,7,5,2,1,-4321,0,0,0,0,0,-4321,-4321,0.10,-9999,-9999,0.25,-9999,-9999,0.71,-9999,-9999,2.62,0.0,20.37,98.0,427,219,50,10,0,0,0,0,0,0,0,0,0,20.4,-3.8,27.4,13.4,-15.6,-15.3,-14.7,-15.8
GHCND:USC00295084,LOS ALAMOS NM US,20100715,16,13,11,8,7,5,2,1,-4321,11,10,13,11,8,7,5,2,1,-4321,0,0,0,0,0,-4321,-4321,0.10,-9999,-9999,0.25,-9999,-9999,0.74,-9999,-9999,2.84,0.0,20.60,98.0,433,224,51,10,0,0,0,0,0,0,0,0,0,20.4,-3.9,27.3,13.4,-15.6,-15.2,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100716,16,13,11,8,7,5,2,1,-4321,11,10,13,11,8,7,5,2,1,-4321,0,0,0,0,0,-4321,-4321,0.10,-9999,-9999,0.25,-9999,-9999,0.74,-9999,-9999,3.07,0.0,20.83,98.0,439,229,52,11,0,0,0,0,0,0,0,0,0,20.4,-3.9,27.3,13.4,-15.6,-15.2,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100717,16,13,11,8,7,5,2,1,-4321,11,10,13,11,8,7,5,2,1,-4321,0,0,0,0,-4321,-4321,-4321,0.10,-9999,-9999,0.28,-9999,-9999,0.76,-9999,-9999,3.30,0.0,21.06,98.0,445,233,53,11,0,0,0,0,0,0,0,0,0,20.3,-4.0,27.2,13.4,-15.6,-15.2,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100718,16,13,11,8,7,5,2,1,-4321,11,10,13,11,8,7,5,2,1,-4321,0,0,0,0,-4321,-4321,-4321,0.10,-9999,-9999,0.28,-9999,-9999,0.76,-9999,-9999,3.56,0.0,21.31,98.0,451,237,54,11,0,0,0,0,0,0,0,0,0,20.3,-4.1,27.1,13.4,-15.6,-15.2,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100719,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,-4321,0.10,-9999,-9999,0.28,-9999,-9999,0.76,-9999,-9999,3.78,0.0,21.54,98.0,457,241,56,12,0,0,0,0,0,0,0,0,0,20.2,-4.1,27.1,13.4,-15.6,-15.2,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100720,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,-4321,0.10,-9999,-9999,0.28,-9999,-9999,0.79,-9999,-9999,4.04,0.0,21.79,98.0,462,245,56,12,0,0,0,0,0,0,0,0,0,20.2,-4.2,27.0,13.4,-15.6,-15.2,-14.8,-15.9
